name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
Sven Hannawald,27.0,Germany,2002,2/24/2002,Ski Jumping,1,1,0,2
Matti Hautamki,20.0,Finland,2002,2/24/2002,Ski Jumping,0,1,1,2
Adam Malysz,24.0,Poland,2002,2/24/2002,Ski Jumping,0,1,1,2
Niccol Campriani,24.0,Italy,2012,08-12-2012,Shooting,1,1,0,2
Jin JongO,32.0,South Korea,2012,08-12-2012,Shooting,2,0,0,2
Olena Kostevych,27.0,Ukraine,2012,08-12-2012,Shooting,0,0,2,2
Jin JongO,28.0,South Korea,2008,8/24/2008,Shooting,1,1,0,2
Katerina KurkovEmmons,24.0,Czech Republic,2008,8/24/2008,Shooting,1,1,0,2
Lyubov Galkina,31.0,Russia,2004,8/29/2004,Shooting,1,1,0,2
Mariya Grozdeva,32.0,Bulgaria,2004,8/29/2004,Shooting,1,0,1,2
Lee BoNa,23.0,South Korea,2004,8/29/2004,Shooting,0,1,1,2
Mikhail Nestruyev,35.0,Russia,2004,8/29/2004,Shooting,1,1,0,2
Igor Basinsky,37.0,Belarus,2000,10-01-2000,Shooting,0,1,1,2
Tao Luna,26.0,China,2000,10-01-2000,Shooting,1,1,0,2
Kim Crow,26.0,Australia,2012,08-12-2012,Rowing,0,1,1,2
Georgeta DamianAndrunache,32.0,Romania,2008,8/24/2008,Rowing,1,0,1,2
Viorica Susanu,32.0,Romania,2008,8/24/2008,Rowing,1,0,1,2
Georgeta DamianAndrunache,28.0,Romania,2004,8/29/2004,Rowing,2,0,0,2
Viorica Susanu,28.0,Romania,2004,8/29/2004,Rowing,2,0,0,2
Georgeta DamianAndrunache,24.0,Romania,2000,10-01-2000,Rowing,2,0,0,2
Doina Ignat,31.0,Romania,2000,10-01-2000,Rowing,2,0,0,2
Pieta van Dishoeck,28.0,Netherlands,2000,10-01-2000,Rowing,0,2,0,2
Eeke van Nes,31.0,Netherlands,2000,10-01-2000,Rowing,0,2,0,2
Bill Demong,29.0,United States,2010,2/28/2010,Nordic Combined,1,1,0,2
Bernhard Gruber,27.0,Austria,2010,2/28/2010,Nordic Combined,1,0,1,2
Magnus Moan,22.0,Norway,2006,2/26/2006,Nordic Combined,0,1,1,2
Ronny Ackermann,24.0,Germany,2002,2/24/2002,Nordic Combined,0,2,0,2
Jaakko Tallus,20.0,Finland,2002,2/24/2002,Nordic Combined,1,1,0,2
Denis Ablyazin,19.0,Russia,2012,08-12-2012,Gymnastics,0,1,1,2
Chen Yibing,27.0,China,2012,08-12-2012,Gymnastics,1,1,0,2
Gabby Douglas,16.0,United States,2012,08-12-2012,Gymnastics,2,0,0,2
Feng Zhe,24.0,China,2012,08-12-2012,Gymnastics,2,0,0,2
Sandra Izbasa,22.0,Romania,2012,08-12-2012,Gymnastics,1,0,1,2
Viktoriya Komova,17.0,Russia,2012,08-12-2012,Gymnastics,0,2,0,2
McKayla Maroney,16.0,United States,2012,08-12-2012,Gymnastics,1,1,0,2
Marcel Nguyen,24.0,Germany,2012,08-12-2012,Gymnastics,0,2,0,2
Mariya Paseka,17.0,Russia,2012,08-12-2012,Gymnastics,0,1,1,2
Catalina Ponor,24.0,Romania,2012,08-12-2012,Gymnastics,0,1,1,2
Louis Smith,23.0,Great Britain,2012,08-12-2012,Gymnastics,0,1,1,2
Max Whitlock,19.0,Great Britain,2012,08-12-2012,Gymnastics,0,0,2,2
Chen Yibing,23.0,China,2008,8/24/2008,Gymnastics,2,0,0,2
Anton Golotsutskov,23.0,Russia,2008,8/24/2008,Gymnastics,0,0,2,2
He Kexin,16.0,China,2008,8/24/2008,Gymnastics,2,0,0,2
Jonathan Horton,22.0,United States,2008,8/24/2008,Gymnastics,0,1,1,2
Sandra Izbasa,18.0,Romania,2008,8/24/2008,Gymnastics,1,0,1,2
Li Xiaopeng,27.0,China,2008,8/24/2008,Gymnastics,2,0,0,2
Kohei Uchimura,19.0,Japan,2008,8/24/2008,Gymnastics,0,2,0,2
Xiao Qin,23.0,China,2008,8/24/2008,Gymnastics,2,0,0,2
Alexandra Eremia,17.0,Romania,2004,8/29/2004,Gymnastics,1,0,1,2
Annia Hatch,26.0,United States,2004,8/29/2004,Gymnastics,0,2,0,2
Terin Humphrey,18.0,United States,2004,8/29/2004,Gymnastics,0,2,0,2
Takehiro Kashima,24.0,Japan,2004,8/29/2004,Gymnastics,1,0,1,2
Svetlana Khorkina,25.0,Russia,2004,8/29/2004,Gymnastics,0,1,1,2
Courtney Kupets,18.0,United States,2004,8/29/2004,Gymnastics,0,1,1,2
Anna Pavlova,16.0,Russia,2004,8/29/2004,Gymnastics,0,0,2,2
Monica Rosu,17.0,Romania,2004,8/29/2004,Gymnastics,2,0,0,2
Dana Sofronie,16.0,Romania,2004,8/29/2004,Gymnastics,1,1,0,2
Hiroyuki Tomita,23.0,Japan,2004,8/29/2004,Gymnastics,1,1,0,2
Marius Urzica,28.0,Romania,2004,8/29/2004,Gymnastics,0,1,1,2
Isao Yoneda,26.0,Japan,2004,8/29/2004,Gymnastics,1,0,1,2
Yordan Yovchev,31.0,Bulgaria,2004,8/29/2004,Gymnastics,0,1,1,2
Oleksandr Beresh,22.0,Ukraine,2000,10-01-2000,Gymnastics,0,1,1,2
Aleksey Bondarenko,22.0,Russia,2000,10-01-2000,Gymnastics,0,1,1,2
Lee JuHyeong,27.0,South Korea,2000,10-01-2000,Gymnastics,0,1,1,2
Li Xiaopeng,19.0,China,2000,10-01-2000,Gymnastics,2,0,0,2
Liu Xuan,21.0,China,2000,10-01-2000,Gymnastics,1,0,1,2
Maria Olaru,18.0,Romania,2000,10-01-2000,Gymnastics,1,1,0,2
Yelena Produnova,20.0,Russia,2000,10-01-2000,Gymnastics,0,1,1,2
Andreea Raducan,16.0,Romania,2000,10-01-2000,Gymnastics,1,1,0,2
Yang Wei,20.0,China,2000,10-01-2000,Gymnastics,1,1,0,2
Yordan Yovchev,27.0,Bulgaria,2000,10-01-2000,Gymnastics,0,0,2,2
Elisa Di Francisca,29.0,Italy,2012,08-12-2012,Fencing,2,0,0,2
Arianna Errigo,24.0,Italy,2012,08-12-2012,Fencing,1,1,0,2
Diego Occhiuzzi,31.0,Italy,2012,08-12-2012,Fencing,0,1,1,2
Sun Yujie,19.0,China,2012,08-12-2012,Fencing,1,0,1,2
Valentina Vezzali,38.0,Italy,2012,08-12-2012,Fencing,1,0,1,2
Stefano Carozzo,29.0,Italy,2008,8/24/2008,Fencing,0,0,2,2
Margherita Granbassi,28.0,Italy,2008,8/24/2008,Fencing,0,0,2,2
Sada Jacobson,25.0,United States,2008,8/24/2008,Fencing,0,1,1,2
Fabrice Jeannet,27.0,France,2008,8/24/2008,Fencing,1,1,0,2
Nicolas Lopez,27.0,France,2008,8/24/2008,Fencing,1,1,0,2
Matteo Tagliariol,25.0,Italy,2008,8/24/2008,Fencing,1,0,1,2
Valentina Vezzali,34.0,Italy,2008,8/24/2008,Fencing,1,0,1,2
Becca Ward,18.0,United States,2008,8/24/2008,Fencing,0,0,2,2
Mariel Zagunis,23.0,United States,2008,8/24/2008,Fencing,1,0,1,2
Andrea Cassar,20.0,Italy,2004,8/29/2004,Fencing,1,0,1,2
Laura FlesselColovic,32.0,France,2004,8/29/2004,Fencing,0,1,1,2
Aldo Montano,25.0,Italy,2004,8/29/2004,Fencing,1,1,0,2
Maureen Nisima,23.0,France,2004,8/29/2004,Fencing,0,0,2,2
Salvatore Sanzo,28.0,Italy,2004,8/29/2004,Fencing,1,1,0,2
Mathieu Gourdain,26.0,France,2000,10-01-2000,Fencing,0,2,0,2
Gianna HabltzelBrki,30.0,Switzerland,2000,10-01-2000,Fencing,0,2,0,2
Rita Knig,23.0,Germany,2000,10-01-2000,Fencing,0,1,1,2
Wiradech Kothny,21.0,Germany,2000,10-01-2000,Fencing,0,0,2,2
Hugues Obry,27.0,France,2000,10-01-2000,Fencing,0,2,0,2
Giovanna Trillini,30.0,Italy,2000,10-01-2000,Fencing,1,0,1,2
Valentina Vezzali,26.0,Italy,2000,10-01-2000,Fencing,2,0,0,2
Sandra Auffarth,25.0,Germany,2012,08-12-2012,Equestrian,1,0,1,2
Laura Bechtolsheimer,27.0,Great Britain,2012,08-12-2012,Equestrian,1,0,1,2
Adelinde Cornelissen,33.0,Netherlands,2012,08-12-2012,Equestrian,0,1,1,2
Charlotte Dujardin,27.0,Great Britain,2012,08-12-2012,Equestrian,2,0,0,2
Michael Jung,29.0,Germany,2012,08-12-2012,Equestrian,2,0,0,2
Gerco Schrder,34.0,Netherlands,2012,08-12-2012,Equestrian,0,2,0,2
Tina Cook,37.0,Great Britain,2008,8/24/2008,Equestrian,0,0,2,2
Heike Kemmer,46.0,Germany,2008,8/24/2008,Equestrian,1,0,1,2
Eric Lamaze,40.0,Canada,2008,8/24/2008,Equestrian,1,1,0,2
Beezie Madden,44.0,United States,2008,8/24/2008,Equestrian,1,0,1,2
Hinrich Romeike,45.0,Germany,2008,8/24/2008,Equestrian,2,0,0,2
Anky van Grunsven,40.0,Netherlands,2008,8/24/2008,Equestrian,1,1,0,2
Isabell Werth,39.0,Germany,2008,8/24/2008,Equestrian,1,1,0,2
Beatriz FerrerSalat,38.0,Spain,2004,8/29/2004,Equestrian,0,1,1,2
Pippa Funnell,35.0,Great Britain,2004,8/29/2004,Equestrian,0,1,1,2
Chris Kappler,37.0,United States,2004,8/29/2004,Equestrian,1,1,0,2
Marco Kutscher,29.0,Germany,2004,8/29/2004,Equestrian,0,0,2,2
Leslie Law,39.0,Great Britain,2004,8/29/2004,Equestrian,1,1,0,2
Ulla Salzgeber,46.0,Germany,2004,8/29/2004,Equestrian,1,1,0,2
Kim Severson,30.0,United States,2004,8/29/2004,Equestrian,0,1,1,2
Andrew Hoy,41.0,Australia,2000,10-01-2000,Equestrian,1,1,0,2
David OConnor,38.0,United States,2000,10-01-2000,Equestrian,1,0,1,2
Ulla Salzgeber,42.0,Germany,2000,10-01-2000,Equestrian,1,0,1,2
Anky van Grunsven,32.0,Netherlands,2000,10-01-2000,Equestrian,1,1,0,2
Isabell Werth,31.0,Germany,2000,10-01-2000,Equestrian,1,1,0,2
David Boudia,23.0,United States,2012,08-12-2012,Diving,1,0,1,2
Chen Ruolin,19.0,China,2012,08-12-2012,Diving,2,0,0,2
He Zi,21.0,China,2012,08-12-2012,Diving,1,1,0,2
Qin Kai,26.0,China,2012,08-12-2012,Diving,1,1,0,2
Wu Minxia,26.0,China,2012,08-12-2012,Diving,2,0,0,2
Ilya Zakharov,21.0,Russia,2012,08-12-2012,Diving,1,1,0,2
Chen Ruolin,15.0,China,2008,8/24/2008,Diving,2,0,0,2
Gleb Galperin,25.0,Russia,2008,8/24/2008,Diving,0,0,2,2
Guo Jingjing,26.0,China,2008,8/24/2008,Diving,2,0,0,2
Yuliya Pakhalina,30.0,Russia,2008,8/24/2008,Diving,0,2,0,2
Qin Kai,22.0,China,2008,8/24/2008,Diving,1,0,1,2
Wang Xin,16.0,China,2008,8/24/2008,Diving,1,0,1,2
Wu Minxia,22.0,China,2008,8/24/2008,Diving,1,0,1,2
Guo Jingjing,22.0,China,2004,8/29/2004,Diving,2,0,0,2
Mathew Helm,23.0,Australia,2004,8/29/2004,Diving,0,1,1,2
Lao Lishi,16.0,China,2004,8/29/2004,Diving,1,1,0,2
Chantelle MichellNewbery,27.0,Australia,2004,8/29/2004,Diving,1,0,1,2
Robert Newbery,25.0,Australia,2004,8/29/2004,Diving,0,0,2,2
Yuliya Pakhalina,26.0,Russia,2004,8/29/2004,Diving,0,1,1,2
Tian Liang,24.0,China,2004,8/29/2004,Diving,1,0,1,2
Wu Minxia,18.0,China,2004,8/29/2004,Diving,1,1,0,2
Fu Mingxia,22.0,China,2000,10-01-2000,Diving,1,1,0,2
Guo Jingjing,18.0,China,2000,10-01-2000,Diving,0,2,0,2
Hu Jia,17.0,China,2000,10-01-2000,Diving,0,2,0,2
Li Na,16.0,China,2000,10-01-2000,Diving,1,1,0,2
Anne Montminy,25.0,Canada,2000,10-01-2000,Diving,0,1,1,2
Tian Liang,21.0,China,2000,10-01-2000,Diving,1,1,0,2
Xiong Ni,26.0,China,2000,10-01-2000,Diving,2,0,0,2
Grgory Baug,27.0,France,2012,08-12-2012,Cycling,0,2,0,2
Ed Clancy,27.0,Great Britain,2012,08-12-2012,Cycling,1,0,1,2
Sarah Hammer,28.0,United States,2012,08-12-2012,Cycling,0,2,0,2
Chris Hoy,36.0,Great Britain,2012,08-12-2012,Cycling,2,0,0,2
Jason Kenny,24.0,Great Britain,2012,08-12-2012,Cycling,2,0,0,2
Maximilian Levy,25.0,Germany,2012,08-12-2012,Cycling,0,1,1,2
Anna Meares,28.0,Australia,2012,08-12-2012,Cycling,1,0,1,2
Vicki Pendleton,31.0,Great Britain,2012,08-12-2012,Cycling,1,1,0,2
Laura Trott,20.0,Great Britain,2012,08-12-2012,Cycling,2,0,0,2
Olga Zabelinskaya,32.0,Russia,2012,08-12-2012,Cycling,0,0,2,2
Mickal Bourgain,28.0,France,2008,8/24/2008,Cycling,0,1,1,2
Fabian Cancellara,27.0,Switzerland,2008,8/24/2008,Cycling,1,1,0,2
Jason Kenny,20.0,Great Britain,2008,8/24/2008,Cycling,1,1,0,2
Joan Llaneras,39.0,Spain,2008,8/24/2008,Cycling,1,1,0,2
Hayden Roulston,27.0,New Zealand,2008,8/24/2008,Cycling,0,1,1,2
Bradley Wiggins,28.0,Great Britain,2008,8/24/2008,Cycling,2,0,0,2
Ryan Bayley,22.0,Australia,2004,8/29/2004,Cycling,2,0,0,2
Graeme Brown,25.0,Australia,2004,8/29/2004,Cycling,2,0,0,2
Sergi Escobar,29.0,Spain,2004,8/29/2004,Cycling,0,0,2,2
Rob Hayles,31.0,Great Britain,2004,8/29/2004,Cycling,0,1,1,2
Brad McGee,28.0,Australia,2004,8/29/2004,Cycling,1,1,0,2
Anna Meares,20.0,Australia,2004,8/29/2004,Cycling,1,0,1,2
Stefan Nimke,26.0,Germany,2004,8/29/2004,Cycling,1,0,1,2
Olga Slyusareva,35.0,Russia,2004,8/29/2004,Cycling,1,0,1,2
Arnaud Tournant,26.0,France,2004,8/29/2004,Cycling,0,1,1,2
Ren Wolff,26.0,Germany,2004,8/29/2004,Cycling,1,0,1,2
Leontien Zijlaardvan Moorsel,34.0,Netherlands,2004,8/29/2004,Cycling,1,0,1,2
Flicia Ballanger,29.0,France,2000,10-01-2000,Cycling,2,0,0,2
Robert Bartko,24.0,Germany,2000,10-01-2000,Cycling,2,0,0,2
Jens Fiedler,30.0,Germany,2000,10-01-2000,Cycling,0,0,2,2
Jens Lehmann,32.0,Germany,2000,10-01-2000,Cycling,1,1,0,2
Gary Neiwand,34.0,Australia,2000,10-01-2000,Cycling,0,1,1,2
Jason Queally,30.0,Great Britain,2000,10-01-2000,Cycling,1,1,0,2
Jan Ullrich,26.0,Germany,2000,10-01-2000,Cycling,1,1,0,2
Luk Bauer,32.0,Czech Republic,2010,2/28/2010,Cross Country Skiing,0,0,2,2
Anna Haag,23.0,Sweden,2010,2/28/2010,Cross Country Skiing,0,2,0,2
Marcus Hellner,24.0,Sweden,2010,2/28/2010,Cross Country Skiing,2,0,0,2
Charlotte Kalla,22.0,Sweden,2010,2/28/2010,Cross Country Skiing,1,1,0,2
Claudia KnzelNystad,32.0,Germany,2010,2/28/2010,Cross Country Skiing,1,1,0,2
AinoKaisa Saarinen,31.0,Finland,2010,2/28/2010,Cross Country Skiing,0,0,2,2
Evi SachenbacherStehle,29.0,Germany,2010,2/28/2010,Cross Country Skiing,1,1,0,2
Axel Teichmann,30.0,Germany,2010,2/28/2010,Cross Country Skiing,0,2,0,2
Tobias Angerer,28.0,Germany,2006,2/26/2006,Cross Country Skiing,0,1,1,2
Yuliya Chepalova,29.0,Russia,2006,2/26/2006,Cross Country Skiing,1,1,0,2
Yevgeny Dementyev,23.0,Russia,2006,2/26/2006,Cross Country Skiing,1,1,0,2
Giorgio Di Centa,33.0,Italy,2006,2/26/2006,Cross Country Skiing,2,0,0,2
Thobias Fredriksson,30.0,Sweden,2006,2/26/2006,Cross Country Skiing,1,0,1,2
Claudia KnzelNystad,28.0,Germany,2006,2/26/2006,Cross Country Skiing,0,2,0,2
Bjrn Lind,27.0,Sweden,2006,2/26/2006,Cross Country Skiing,2,0,0,2
Yevgeniya Medvedeva,29.0,Russia,2006,2/26/2006,Cross Country Skiing,1,0,1,2
Katerina Neumannov,32.0,Czech Republic,2006,2/26/2006,Cross Country Skiing,1,1,0,2
Pietro Piller Cottrer,31.0,Italy,2006,2/26/2006,Cross Country Skiing,1,0,1,2
Kristina migunVhi,28.0,Estonia,2006,2/26/2006,Cross Country Skiing,2,0,0,2
Thomas Alsgaard,30.0,Norway,2002,2/24/2002,Cross Country Skiing,2,0,0,2
Viola Bauer,25.0,Germany,2002,2/24/2002,Cross Country Skiing,1,0,1,2
Anita MoenGuidon,34.0,Norway,2002,2/24/2002,Cross Country Skiing,0,1,1,2
Katerina Neumannov,28.0,Czech Republic,2002,2/24/2002,Cross Country Skiing,0,2,0,2
Evi SachenbacherStehle,21.0,Germany,2002,2/24/2002,Cross Country Skiing,1,1,0,2
Kristen Skjeldal,34.0,Norway,2002,2/24/2002,Cross Country Skiing,1,0,1,2
Andrus Veerpalu,31.0,Estonia,2002,2/24/2002,Cross Country Skiing,1,1,0,2
Cristian Zorzi,29.0,Italy,2002,2/24/2002,Cross Country Skiing,0,1,1,2
Tina Dietze,24.0,Germany,2012,08-12-2012,Canoeing,1,1,0,2
Natasa DouchevJanics,30.0,Hungary,2012,08-12-2012,Canoeing,0,1,1,2
Katalin Kovcs,36.0,Hungary,2012,08-12-2012,Canoeing,1,1,0,2
Danuta Kozk,25.0,Hungary,2012,08-12-2012,Canoeing,2,0,0,2
Inna OsypenkoRadomska,29.0,Ukraine,2012,08-12-2012,Canoeing,0,2,0,2
Franziska Weber,23.0,Germany,2012,08-12-2012,Canoeing,1,1,0,2
Tim Brabants,31.0,Great Britain,2008,8/24/2008,Canoeing,1,0,1,2
David Cal,25.0,Spain,2008,8/24/2008,Canoeing,0,2,0,2
Natasa DouchevJanics,26.0,Hungary,2008,8/24/2008,Canoeing,1,1,0,2
Christian Gille,32.0,Germany,2008,8/24/2008,Canoeing,0,1,1,2
Katalin Kovcs,32.0,Hungary,2008,8/24/2008,Canoeing,1,1,0,2
Vadim Makhnyov,28.0,Belarus,2008,8/24/2008,Canoeing,1,0,1,2
Roman Petrushenko,27.0,Belarus,2008,8/24/2008,Canoeing,1,0,1,2
Katrin WagnerAugustin,30.0,Germany,2008,8/24/2008,Canoeing,1,0,1,2
Ken Wallace,25.0,Australia,2008,8/24/2008,Canoeing,1,0,1,2
Tomasz Wylenzek,25.0,Germany,2008,8/24/2008,Canoeing,0,1,1,2
Nathan Baggaley,28.0,Australia,2004,8/29/2004,Canoeing,0,2,0,2
David Cal,21.0,Spain,2004,8/29/2004,Canoeing,1,1,0,2
Andreas Dittmer,32.0,Germany,2004,8/29/2004,Canoeing,1,1,0,2
Natasa DouchevJanics,22.0,Hungary,2004,8/29/2004,Canoeing,2,0,0,2
Birgit FischerSchmidt,42.0,Germany,2004,8/29/2004,Canoeing,1,1,0,2
Aleksandr Kostoglod,30.0,Russia,2004,8/29/2004,Canoeing,0,1,1,2
Katalin Kovcs,28.0,Hungary,2004,8/29/2004,Canoeing,1,1,0,2
Aleksandr Kovalyov,29.0,Russia,2004,8/29/2004,Canoeing,0,1,1,2
Eirik Vers Larsen,28.0,Norway,2004,8/29/2004,Canoeing,1,0,1,2
Carolin Leonhardt,19.0,Germany,2004,8/29/2004,Canoeing,1,1,0,2
Adam Van Koeverden,22.0,Canada,2004,8/29/2004,Canoeing,1,0,1,2
Andreas Dittmer,28.0,Germany,2000,10-01-2000,Canoeing,1,0,1,2
Birgit FischerSchmidt,38.0,Germany,2000,10-01-2000,Canoeing,2,0,0,2
Knut Holmann,32.0,Norway,2000,10-01-2000,Canoeing,2,0,0,2
Zoltn Kammerer,22.0,Hungary,2000,10-01-2000,Canoeing,2,0,0,2
Katalin Kovcs,24.0,Hungary,2000,10-01-2000,Canoeing,0,2,0,2
Petar Merkov,23.0,Bulgaria,2000,10-01-2000,Canoeing,0,2,0,2
Florin Popescu,26.0,Romania,2000,10-01-2000,Canoeing,1,0,1,2
Mitica Pricop,22.0,Romania,2000,10-01-2000,Canoeing,1,0,1,2
Botond Storcz,25.0,Hungary,2000,10-01-2000,Canoeing,2,0,0,2
Szilvia Szab,21.0,Hungary,2000,10-01-2000,Canoeing,0,2,0,2
Katrin WagnerAugustin,22.0,Germany,2000,10-01-2000,Canoeing,2,0,0,2
Kevin Kuske,31.0,Germany,2010,2/28/2010,Bobsleigh,1,1,0,2
Andr Lange,36.0,Germany,2010,2/28/2010,Bobsleigh,1,1,0,2
Martin Annen,32.0,Switzerland,2006,2/26/2006,Bobsleigh,0,0,2,2
Beat Hefti,28.0,Switzerland,2006,2/26/2006,Bobsleigh,0,0,2,2
Kevin Kuske,27.0,Germany,2006,2/26/2006,Bobsleigh,2,0,0,2
Andr Lange,32.0,Germany,2006,2/26/2006,Bobsleigh,2,0,0,2
Ole Einar Bjrndalen,36.0,Norway,2010,2/28/2010,Biathlon,1,1,0,2
Marie Laure Brunet,21.0,France,2010,2/28/2010,Biathlon,0,1,1,2
Marie Dorin,23.0,France,2010,2/28/2010,Biathlon,0,1,1,2
Simone Hauswald,30.0,Germany,2010,2/28/2010,Biathlon,0,0,2,2
Vincent Jay,24.0,France,2010,2/28/2010,Biathlon,1,0,1,2
Anastasia Kuzmina,25.0,Slovakia,2010,2/28/2010,Biathlon,1,1,0,2
Christoph Sumann,34.0,Austria,2010,2/28/2010,Biathlon,0,2,0,2
Yevgeny Ustyugov,24.0,Russia,2010,2/28/2010,Biathlon,1,0,1,2
Olga Zaytseva,31.0,Russia,2010,2/28/2010,Biathlon,1,1,0,2
Florence BaverelRobert,31.0,France,2006,2/26/2006,Biathlon,1,0,1,2
Vincent Defrasne,28.0,France,2006,2/26/2006,Biathlon,1,0,1,2
Halvard Hanevold,36.0,Norway,2006,2/26/2006,Biathlon,0,1,1,2
Svetlana Ishmuratova,33.0,Russia,2006,2/26/2006,Biathlon,2,0,0,2
AnnaCarin OlofssonZidek,32.0,Sweden,2006,2/26/2006,Biathlon,1,1,0,2
Uschi Disl,31.0,Germany,2002,2/24/2002,Biathlon,1,1,0,2
Sven Fischer,30.0,Germany,2002,2/24/2002,Biathlon,0,2,0,2
Ricco Gro,31.0,Germany,2002,2/24/2002,Biathlon,0,1,1,2
Andrea Henkel,24.0,Germany,2002,2/24/2002,Biathlon,2,0,0,2
Frank Luck,34.0,Germany,2002,2/24/2002,Biathlon,0,2,0,2
Raphal Poire,27.0,France,2002,2/24/2002,Biathlon,0,1,1,2
Olga PylyovaMedvedtseva,26.0,Russia,2002,2/24/2002,Biathlon,1,0,1,2
Liv Grete SkjelbreidPoire,27.0,Norway,2002,2/24/2002,Biathlon,0,2,0,2
Magdalena WallinForsberg,34.0,Sweden,2002,2/24/2002,Biathlon,0,0,2,2
Zhao Yunlei,25.0,China,2012,08-12-2012,Badminton,2,0,0,2
Lee HyoJeong,27.0,South Korea,2008,8/24/2008,Badminton,1,1,0,2
Yu Yang,22.0,China,2008,8/24/2008,Badminton,1,0,1,2
Gao Ling,25.0,China,2004,8/29/2004,Badminton,1,1,0,2
Gao Ling,21.0,China,2000,10-01-2000,Badminton,1,0,1,2
Nataliya Antyukh,31.0,Russia,2012,08-12-2012,Athletics,1,1,0,2
Veronica CampbellBrown,30.0,Jamaica,2012,08-12-2012,Athletics,0,1,1,2
Vivian Cheruiyot,28.0,Kenya,2012,08-12-2012,Athletics,0,1,1,2
Will Claye,21.0,United States,2012,08-12-2012,Athletics,0,1,1,2
Tirunesh Dibaba,27.0,Ethiopia,2012,08-12-2012,Athletics,1,0,1,2
Mo Farah,29.0,Great Britain,2012,08-12-2012,Athletics,2,0,0,2
Justin Gatlin,30.0,United States,2012,08-12-2012,Athletics,0,1,1,2
Lalonde Gordon,23.0,Trinidad and Tobago,2012,08-12-2012,Athletics,0,0,2,2
Sanya RichardsRoss,27.0,United States,2012,08-12-2012,Athletics,2,0,0,2
DeeDee Trotter,29.0,United States,2012,08-12-2012,Athletics,1,0,1,2
Elvan Abeylegesse,25.0,Turkey,2008,8/24/2008,Athletics,0,2,0,2
Kenenisa Bekele,26.0,Ethiopia,2008,8/24/2008,Athletics,2,0,0,2
Kerron Clement,22.0,United States,2008,8/24/2008,Athletics,1,1,0,2
Tirunesh Dibaba,23.0,Ethiopia,2008,8/24/2008,Athletics,2,0,0,2
Walter Dix,22.0,United States,2008,8/24/2008,Athletics,0,0,2,2
Allyson Felix,22.0,United States,2008,8/24/2008,Athletics,1,1,0,2
Yuliya Gushchina,25.0,Russia,2008,8/24/2008,Athletics,1,1,0,2
Tatyana Lebedeva,32.0,Russia,2008,8/24/2008,Athletics,0,2,0,2
LaShawn Merritt,22.0,United States,2008,8/24/2008,Athletics,2,0,0,2
David Neville,24.0,United States,2008,8/24/2008,Athletics,1,0,1,2
Sanya RichardsRoss,23.0,United States,2008,8/24/2008,Athletics,1,0,1,2
Kerron Stewart,24.0,Jamaica,2008,8/24/2008,Athletics,0,1,1,2
Jared Tallent,23.0,Australia,2008,8/24/2008,Athletics,0,1,1,2
Angelo Taylor,29.0,United States,2008,8/24/2008,Athletics,2,0,0,2
Richard Thompson,23.0,Trinidad and Tobago,2008,8/24/2008,Athletics,0,2,0,2
Jeremy Wariner,24.0,United States,2008,8/24/2008,Athletics,1,1,0,2
Shericka Williams,22.0,Jamaica,2008,8/24/2008,Athletics,0,1,1,2
Nataliya Antyukh,23.0,Russia,2004,8/29/2004,Athletics,0,1,1,2
Kenenisa Bekele,22.0,Ethiopia,2004,8/29/2004,Athletics,1,1,0,2
Derrick Brew,26.0,United States,2004,8/29/2004,Athletics,1,0,1,2
Shawn Crawford,26.0,United States,2004,8/29/2004,Athletics,1,1,0,2
Hicham El Guerrouj,29.0,Morocco,2004,8/29/2004,Athletics,2,0,0,2
Maurice Greene,30.0,United States,2004,8/29/2004,Athletics,0,1,1,2
Otis Harris,22.0,United States,2004,8/29/2004,Athletics,1,1,0,2
Kelly Holmes,34.0,Great Britain,2004,8/29/2004,Athletics,2,0,0,2
Tatyana Lebedeva,28.0,Russia,2004,8/29/2004,Athletics,1,0,1,2
Jeremy Wariner,20.0,United States,2004,8/29/2004,Athletics,2,0,0,2
Ato Boldon,26.0,Trinidad and Tobago,2000,10-01-2000,Athletics,0,1,1,2
Pauline DavisThompson,34.0,Bahamas,2000,10-01-2000,Athletics,2,0,0,2
Lorraine Graham,27.0,Jamaica,2000,10-01-2000,Athletics,0,2,0,2
Maurice Greene,26.0,United States,2000,10-01-2000,Athletics,2,0,0,2
Greg Haughton,26.0,Jamaica,2000,10-01-2000,Athletics,0,1,1,2
Deon Hemmings,31.0,Jamaica,2000,10-01-2000,Athletics,0,2,0,2
Robert Korzeniowski,32.0,Poland,2000,10-01-2000,Athletics,2,0,0,2
Tayna Lawrence,25.0,Jamaica,2000,10-01-2000,Athletics,0,2,0,2
Beverly McDonald,30.0,Jamaica,2000,10-01-2000,Athletics,0,1,1,2
Merlene OtteyPage,40.0,Jamaica,2000,10-01-2000,Athletics,0,1,1,2
Irina Privalova,31.0,Russia,2000,10-01-2000,Athletics,1,0,1,2
Gabriela Szabo,24.0,Romania,2000,10-01-2000,Athletics,1,0,1,2
Gete Wami,25.0,Ethiopia,2000,10-01-2000,Athletics,0,1,1,2
Elisabeth Grgl,28.0,Austria,2010,2/28/2010,Alpine Skiing,0,0,2,2
Lindsey KildowVonn,25.0,United States,2010,2/28/2010,Alpine Skiing,1,0,1,2
